Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,_id,Code Description,Display Label
2023-01-04 00:00:00,18:48,Wednesday,ST GEORGE BD STATION,MUPAA,0.0,0.0,W,BD,5102.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-04 00:00:00,20:24,Wednesday,BLOOR STATION,MUPAA,4.0,7.0,N,YU,5646.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-04 00:00:00,21:32,Wednesday,WARDEN STATION,SUDP,3.0,6.0,E,BD,5190.0,,Disorderly Patron,Disorderly Patron
2023-01-04 00:00:00,00:07,Wednesday,LANSDOWNE STATION,SUDP,8.0,13.0,E,BD,5161.0,,Disorderly Patron,Disorderly Patron
2023-01-04 00:00:00,00:12,Wednesday,ISLINGTON STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-04 00:00:00,00:40,Wednesday,MUSEUM STATION,MUPAA,6.0,11.0,S,YU,5486.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-04 00:00:00,00:41,Wednesday,COXWELL STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-04 00:00:00,00:42,Wednesday,BLOOR STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-04 00:00:00,02:29,Wednesday,DON MILLS STATION,MUIS,0.0,0.0,,SHP,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-05 00:00:00,02:23,Thursday,ISLINGTON STATION,MUPAA,0.0,0.0,W,BD,5191.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-05 00:00:00,03:40,Thursday,KENNEDY BD STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-01-05 00:00:00,07:41,Thursday,DUFFERIN STATION,MUPAA,0.0,0.0,E,BD,5131.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-05 00:00:00,09:10,Thursday,JANE STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-01-05 00:00:00,11:33,Thursday,DUPONT STATION,SUDP,4.0,7.0,S,YU,5525.0,,Disorderly Patron,Disorderly Patron
2023-01-05 00:00:00,12:25,Thursday,ST GEORGE BD STATION,SUO,0.0,0.0,W,BD,5137.0,,Passenger Other,Passenger Other
2023-01-05 00:00:00,12:27,Thursday,ST GEORGE YUS STATION,SUO,0.0,0.0,N,YU,5741.0,,Passenger Other,Passenger Other
2023-01-05 00:00:00,13:13,Thursday,ISLINGTON STATION,SUDP,3.0,6.0,E,BD,5203.0,,Disorderly Patron,Disorderly Patron
2023-01-05 00:00:00,13:36,Thursday,OSSINGTON STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-05 00:00:00,13:57,Thursday,RUNNYMEDE STATION,SUO,0.0,0.0,W,BD,5021.0,,Passenger Other,Passenger Other
2023-01-05 00:00:00,14:02,Thursday,MUSEUM STATION,MUPAA,3.0,6.0,N,YU,6081.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-05 00:00:00,14:44,Thursday,SHERBOURNE STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-05 00:00:00,16:02,Thursday,SHEPPARD WEST STATION,MUPAA,0.0,0.0,S,YU,5866.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-05 00:00:00,16:10,Thursday,CHRISTIE STATION,SUDP,4.0,7.0,E,BD,5324.0,,Disorderly Patron,Disorderly Patron
2023-01-05 00:00:00,18:05,Thursday,FINCH STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-01-05 00:00:00,19:20,Thursday,KENNEDY BD STATION,SUDP,4.0,8.0,W,BD,5178.0,,Disorderly Patron,Disorderly Patron
2023-01-05 00:00:00,19:45,Thursday,LAWRENCE STATION,SUDP,6.0,9.0,N,YU,5421.0,,Disorderly Patron,Disorderly Patron
2023-01-05 00:00:00,20:16,Thursday,LAWRENCE STATION,SUDP,6.0,9.0,S,YU,0.0,,Disorderly Patron,Disorderly Patron
2023-01-05 00:00:00,23:02,Thursday,YONGE BD STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-05 00:00:00,23:14,Thursday,UNION STATION,SUDP,7.0,12.0,N,YU,6126.0,,Disorderly Patron,Disorderly Patron
2023-01-05 00:00:00,00:01,Thursday,YORK MILLS STATION,MUIS,0.0,0.0,N,YU,5076.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-05 00:00:00,00:56,Thursday,GREENWOOD STATION,SUDP,0.0,0.0,E,BD,5190.0,,Disorderly Patron,Disorderly Patron
2023-01-05 00:00:00,21:28,Thursday,SHEPPARD-YONGE STATION,MUIS,0.0,0.0,,SHP,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-06 00:00:00,02:08,Friday,EGLINTON WEST STATION,SUDP,0.0,0.0,,YU,0.0,,Disorderly Patron,Disorderly Patron
2023-01-06 00:00:00,02:39,Friday,KIPLING STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-06 00:00:00,06:17,Friday,DUFFERIN STATION,SUO,0.0,0.0,W,BD,5180.0,,Passenger Other,Passenger Other
2023-01-06 00:00:00,08:30,Friday,WOODBINE STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-06 00:00:00,08:38,Friday,DUFFERIN STATION,MUPAA,0.0,0.0,E,BD,5058.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-06 00:00:00,09:28,Friday,DUNDAS STATION,SUDP,0.0,0.0,,YU,0.0,,Disorderly Patron,Disorderly Patron
2023-01-06 00:00:00,10:24,Friday,SHEPPARD STATION,MUPAA,3.0,6.0,N,YU,5466.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-06 00:00:00,10:43,Friday,DUFFERIN STATION,SUDP,8.0,11.0,E,BD,5170.0,,Disorderly Patron,Disorderly Patron
2023-01-06 00:00:00,11:24,Friday,KENNEDY BD STATION,SUO,3.0,6.0,W,BD,5195.0,,Passenger Other,Passenger Other
2023-01-06 00:00:00,13:17,Friday,HIGH PARK STATION,MUPAA,0.0,0.0,W,BD,5021.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-06 00:00:00,13:20,Friday,ST CLAIR WEST STATION,SUO,0.0,0.0,S,YU,5586.0,,Passenger Other,Passenger Other
2023-01-06 00:00:00,13:53,Friday,BLOOR STATION,MUIS,0.0,0.0,S,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-06 00:00:00,14:48,Friday,OSSINGTON STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-06 00:00:00,15:06,Friday,OSGOODE STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-06 00:00:00,15:42,Friday,DUPONT STATION,MUPAA,0.0,0.0,S,YU,5526.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-06 00:00:00,16:49,Friday,ST GEORGE YUS STATION,MUPAA,0.0,0.0,S,YU,6101.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-06 00:00:00,18:49,Friday,YONGE BD STATION,MUIRS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-01-06 00:00:00,18:57,Friday,ST GEORGE YUS STATION,MUPAA,4.0,6.0,S,YU,6111.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-06 00:00:00,20:24,Friday,PAPE STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-01-06 00:00:00,22:22,Friday,SHERBOURNE STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-01-06 00:00:00,22:28,Friday,KEELE STATION,SUO,7.0,11.0,W,BD,5313.0,,Passenger Other,Passenger Other
2023-01-06 00:00:00,23:26,Friday,KENNEDY BD STATION,MUPAA,0.0,0.0,W,BD,5000.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-06 00:00:00,23:32,Friday,VAUGHAN MC STATION,MUPAA,0.0,0.0,,YU,5526.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-06 00:00:00,23:45,Friday,CHESTER STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-06 00:00:00,00:03,Friday,JANE STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-07 00:00:00,03:18,Saturday,KIPLING STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-07 00:00:00,06:02,Saturday,QUEEN STATION,SUDP,19.0,25.0,S,YU,5436.0,,Disorderly Patron,Disorderly Patron
2023-01-07 00:00:00,07:14,Saturday,SPADINA YUS STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-01-07 00:00:00,09:33,Saturday,FINCH STATION,MUPAA,6.0,12.0,S,YU,5981.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-07 00:00:00,10:08,Saturday,OSSINGTON STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-07 00:00:00,10:31,Saturday,SHERBOURNE STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-07 00:00:00,12:30,Saturday,DAVISVILLE STATION,SUDP,0.0,0.0,,YU,0.0,,Disorderly Patron,Disorderly Patron
2023-01-07 00:00:00,13:29,Saturday,ISLINGTON STATION,MUPAA,0.0,0.0,E,YU,5172.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-07 00:00:00,14:59,Saturday,EGLINTON STATION,MUPAA,0.0,0.0,N,YU,5646.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-07 00:00:00,15:59,Saturday,OSSINGTON STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-07 00:00:00,18:24,Saturday,KING STATION,MUPAA,0.0,0.0,N,YU,5411.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-07 00:00:00,19:31,Saturday,COLLEGE STATION,SUO,19.0,24.0,S,YU,5601.0,,Passenger Other,Passenger Other
2023-01-07 00:00:00,19:56,Saturday,WARDEN STATION,SUO,0.0,0.0,E,BD,5346.0,,Passenger Other,Passenger Other
2023-01-07 00:00:00,19:58,Saturday,DONLANDS STATION,SUDP,0.0,0.0,,BD,0.0,,Disorderly Patron,Disorderly Patron
2023-01-07 00:00:00,20:12,Saturday,ST PATRICK STATION,SUO,22.0,27.0,S,YU,5776.0,,Passenger Other,Passenger Other
2023-01-07 00:00:00,21:44,Saturday,BLOOR STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-07 00:00:00,22:29,Saturday,SPADINA BD STATION,MUIRS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-01-07 00:00:00,23:52,Saturday,UNION STATION,MUPAA,0.0,0.0,N,YU,5421.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-01-07 00:00:00,23:54,Saturday,UNION STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-01-07 00:00:00,00:03,Saturday,WELLESLEY STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
